filepath,size,path,ref_date,geo_code,geo_level,file_type,format,projection,language
lcp_000a16a_f,  3.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lcp_000a16a_f.zip,2016,cp_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lpc_000a16a_e,  3.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PC-CP/lpc_000a16a_e.zip,2016,pc_,population centre,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lpr_000a16a_e,  1.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_e.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lpr_000a16a_f,  1.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/PR-PR/lpr_000a16a_f.zip,2016,pr_,province and territory,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lrnf000r16a_e,312.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_e.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,english
lrnf000r16a_f,312.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2016/lrnf000r16a_f.zip,2016,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,french
lrnf000r17a_e,321.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2017/lrnf000r17a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,english
lfrr000r17a_f,321.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2017/lfrr000r17a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,french
lrnf000r18a_e,342.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2018/lrnf000r18a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,english
lfrr000r18a_f,342.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2018/lfrr000r18a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,french
lrnf000r19f_e,257.47M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/GDB/lrnf000r19f_e.zip,NA,rnf,road network file,NA,NA,projection in Lambert conformal conic,english
lfrr000r19f_f,257.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/GDB/lfrr000r19f_f.zip,NA,frr,NA,NA,NA,projection in Lambert conformal conic,french
lfrr000r19a_f,291.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/SHP/lfrr000r19a_f.zip,NA,frr,NA,NA,ArcGIS (.shp),projection in Lambert conformal conic,french
lrnf000r19a_e,291.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/RNF-FRR/2019/SHP/lrnf000r19a_e.zip,NA,rnf,road network file,NA,ArcGIS (.shp),projection in Lambert conformal conic,english
lada000b16g_e, 44.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lada000b16g_f, 44.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ADA-ADA/lada000b16g_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcar000b16g_e, 31.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lcar000b16g_e.zip,2016,car,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrar000b16g_f, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CAR-RAR/lrar000b16g_f.zip,2016,rar,census agricultural region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lccs000b16g_e, 44.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lccs000b16g_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsru000b16g_f, 44.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CCS-SRU/lsru000b16g_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcd_000b16g_e, 33.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/lcd_000b16g_e.zip,2016,cd_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
ldr_000b16g_f, 33.62M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CD-DR/ldr_000b16g_f.zip,2016,dr_,census division,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcma000b16g_e,  3.75M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lcma000b16g_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrmr000b16g_f,  3.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CMA-RMR/lrmr000b16g_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcsd000b16g_e, 50.19M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lcsd000b16g_e.zip,2016,csd,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsdr000b16g_f, 50.1M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CSD-SDR/lsdr000b16g_f.zip,2016,sdr,census subdivision,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lct_000b16g_e,  8.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lct_000b16g_e.zip,2016,ct_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsr_000b16g_f,  8.7M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lsr_000b16g_f.zip,2016,sr_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lad_000b16g_f, 96.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lad_000b16g_f.zip,2016,ad_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lda_000b16g_e, 96.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lda_000b16g_e.zip,2016,da_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
ldb_000b16g_e,256.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/ldb_000b16g_e.zip,2016,db_,dissemination block,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lid_000b16g_f,256.16M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/lid_000b16g_f.zip,2016,id_,NA,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
ldpl000b16g_e,  2.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/ldpl000b16g_e.zip,2016,dpl,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lld_000b16g_f,  2.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/lld_000b16g_f.zip,2016,ld_,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
leco000e16g_f, 79.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/leco000e16g_f.zip,2016,eco,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lecu000e16g_e, 79.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/lecu000e16g_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,english
ler_000b16g_e, 31.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/ler_000b16g_e.zip,2016,er_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lre_000b16g_f, 31.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/lre_000b16g_f.zip,2016,re_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcef000b16g_f, 33.23M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lcef000b16g_f.zip,2016,cef,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lfed000b16g_e, 33.21M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lfed000b16g_e.zip,2016,fed,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lfsa000b16g_e, 44.62M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FSA-RTA/lfsa000b16g_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrta000b16g_f, 44.63M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FSA-RTA/lrta000b16g_f.zip,2016,rta,census forward sortation area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lhy_000c16g_e,151.77M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,english
lhy_000c16g_f,151.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,french
lhy_000d16g_e, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,english
lhy_000d16g_f, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,french
lhy_000h16g_e, 44.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,english
lhy_000h16g_f, 44.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcp_000b16g_f,  4.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lcp_000b16g_f.zip,2016,cp_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lpc_000b16g_e,  4.01M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lpc_000b16g_e.zip,2016,pc_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lpr_000b16g_e, 28.9M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_e.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lpr_000b16g_f, 28.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_f.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lada000a16g_e, 18.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_e.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lada000a16g_f, 18.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_f.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcar000a16g_e,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lcar000a16g_e.zip,2016,car,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrar000a16g_f,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lrar000a16g_f.zip,2016,rar,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lccs000a16g_e, 16.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CCS-SRU/lccs000a16g_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsru000a16g_f, 16.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CCS-SRU/lsru000a16g_f.zip,2016,sru,census consolidated subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcd_000a16g_e,  6.2M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CD-DR/lcd_000a16g_e.zip,2016,cd_,census division,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
ldr_000a16g_f,  6.21M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CD-DR/ldr_000a16g_f.zip,2016,dr_,census division,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcma000a16g_e,  1.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CMA-RMR/lcma000a16g_e.zip,2016,cma,census metropolitan area and census agglomeration,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrmr000a16g_f,  1.74M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CMA-RMR/lrmr000a16g_f.zip,2016,rmr,census metropolitan area and census agglomeration,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcsd000a18g_e, 15.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2018/lcsd000a18g_e.zip,NA,csd,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsdr000a18g_f, 15.58M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2018/lsdr000a18g_f.zip,NA,sdr,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lsdr000a19g_f, 15.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2019/lsdr000a19g_f.zip,NA,sdr,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcsd000a19g_e, 15.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2019/lcsd000a19g_e.zip,NA,csd,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lcsd000a17g_e, 17.74M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2017/lcsd000a17g_e.zip,NA,csd,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsdr000a17g_f, 17M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2017/lsdr000a17g_f.zip,NA,sdr,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lsdr000a16g_f, 24.95M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2016/lsdr000a16g_f.zip,2016,sdr,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcsd000a16g_e, 24.93M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CSD-SDR/2016/lcsd000a16g_e.zip,2016,csd,census subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lct_000a16g_e,  7.69M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CT-SR/lct_000a16g_e.zip,2016,ct_,census tract,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lsr_000a16g_f,  7.7M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CT-SR/lsr_000a16g_f.zip,2016,sr_,census tract,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lad_000a16g_f, 72.56M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DA-AD/lad_000a16g_f.zip,2016,ad_,dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lda_000a16g_e, 72.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DA-AD/lda_000a16g_e.zip,2016,da_,dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
ldb_000a16g_e,235.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DB-ID/ldb_000a16g_e.zip,2016,db_,dissemination block,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lid_000a16g_f,235.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DB-ID/lid_000a16g_f.zip,2016,id_,NA,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
ldpl000a16g_e,  2.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DPL-LD/ldpl000a16g_e.zip,2016,dpl,designated place,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lld_000a16g_f,  2.09M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/DPL-LD/lld_000a16g_f.zip,2016,ld_,designated place,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
ler_000a16g_e,  3.71M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ER-RE/ler_000a16g_e.zip,2016,er_,economic region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lre_000a16g_f,  3.72M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ER-RE/lre_000a16g_f.zip,2016,re_,economic region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcef000a16g_f,  6.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/FED-CEF/lcef000a16g_f.zip,2016,cef,federal electoral district,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lfed000a16g_e,  6M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/FED-CEF/lfed000a16g_e.zip,2016,fed,federal electoral district,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lfsa000a16g_e, 15.66M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/FSA-RTA/lfsa000a16g_e.zip,2016,fsa,census forward sortation area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrta000a16g_f, 15.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/FSA-RTA/lrta000a16g_f.zip,2016,rta,census forward sortation area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lcp_000a16g_f,  3.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/PC-CP/lcp_000a16g_f.zip,2016,cp_,population centre,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lpc_000a16g_e,  3.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/PC-CP/lpc_000a16g_e.zip,2016,pc_,population centre,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lpr_000a16g_e,  1.39M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/PR-PR/lpr_000a16g_e.zip,2016,pr_,province and territory,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lpr_000a16g_f,  1.4M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/PR-PR/lpr_000a16g_f.zip,2016,pr_,province and territory,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lfrr000r18g_f,388.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2018/lfrr000r18g_f.zip,NA,frr,NA,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lrnf000r18g_e,389.11M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2018/lrnf000r18g_e.zip,NA,rnf,road network file,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,english
