filepath,ext,type,size,path,ref_date,geo_code,geo_level,file_type,format,projection,geo_coverage,language
lpc_000a16m_e,zip,file,  1.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/MapInfo/DBF/PC-CP/lpc_000a16m_e.zip,2016,pc_,population centre,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrnf000r16m_e,zip,file,226.93M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/MapInfo/RNF-FRR/2016/lrnf000r16m_e.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrnf000r16m_e,zip,file,226.93M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/MapInfo/RNF-FRR/2016/lrnf000r16m_e.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrnf000r16m_f,zip,file,226.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/MapInfo/RNF-FRR/2016/lrnf000r16m_f.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lrnf000r16m_f,zip,file,226.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/MapInfo/RNF-FRR/2016/lrnf000r16m_f.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcar000b16a_e,zip,file, 29.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CAR-RAR/lcar000b16a_e.zip,2016,car,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcar000b16a_e,zip,file, 29.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CAR-RAR/lcar000b16a_e.zip,2016,car,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrar000b16a_f,zip,file, 29.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CAR-RAR/lrar000b16a_f.zip,2016,rar,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrar000b16a_f,zip,file, 29.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CAR-RAR/lrar000b16a_f.zip,2016,rar,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lccs000b16a_e,zip,file, 41.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CCS-SRU/lccs000b16a_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lccs000b16a_e,zip,file, 41.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CCS-SRU/lccs000b16a_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsru000b16a_f,zip,file, 41.34M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CCS-SRU/lsru000b16a_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lsru000b16a_f,zip,file, 41.34M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CCS-SRU/lsru000b16a_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcd_000b16a_e,zip,file, 31.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CD-DR/lcd_000b16a_e.zip,2016,cd_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcd_000b16a_e,zip,file, 31.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CD-DR/lcd_000b16a_e.zip,2016,cd_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldr_000b16a_f,zip,file, 31.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CD-DR/ldr_000b16a_f.zip,2016,dr_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ldr_000b16a_f,zip,file, 31.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CD-DR/ldr_000b16a_f.zip,2016,dr_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcma000b16a_e,zip,file,  3.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CMA-RMR/lcma000b16a_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcma000b16a_e,zip,file,  3.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CMA-RMR/lcma000b16a_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrmr000b16a_f,zip,file,  3.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CMA-RMR/lrmr000b16a_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrmr000b16a_f,zip,file,  3.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CMA-RMR/lrmr000b16a_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcsd000b16a_e,zip,file, 46.63M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CSD-SDR/lcsd000b16a_e.zip,2016,csd,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcsd000b16a_e,zip,file, 46.63M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CSD-SDR/lcsd000b16a_e.zip,2016,csd,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsdr000b16a_f,zip,file, 46.66M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CSD-SDR/lsdr000b16a_f.zip,2016,sdr,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lsdr000b16a_f,zip,file, 46.66M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CSD-SDR/lsdr000b16a_f.zip,2016,sdr,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lct_000b16a_e,zip,file,  8.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CT-SR/lct_000b16a_e.zip,2016,ct_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lct_000b16a_e,zip,file,  8.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CT-SR/lct_000b16a_e.zip,2016,ct_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lsr_000b16a_f,zip,file,  8.07M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CT-SR/lsr_000b16a_f.zip,2016,sr_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lsr_000b16a_f,zip,file,  8.07M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/CT-SR/lsr_000b16a_f.zip,2016,sr_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lda_000b16a_e,zip,file, 88.29M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DA-AD/lda_000b16a_e.zip,2016,da_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lda_000b16a_e,zip,file, 88.29M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DA-AD/lda_000b16a_e.zip,2016,da_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lad_000b16a_f,zip,file, 88.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DA-AD/lad_000b16a_f.zip,2016,ad_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lad_000b16a_f,zip,file, 88.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DA-AD/lad_000b16a_f.zip,2016,ad_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ldb_000b16a_e,zip,file,231.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DB-ID/ldb_000b16a_e.zip,2016,db_,dissemination block,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldb_000b16a_e,zip,file,231.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DB-ID/ldb_000b16a_e.zip,2016,db_,dissemination block,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lid_000b16a_f,zip,file,231.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DB-ID/lid_000b16a_f.zip,2016,id_,NA,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lid_000b16a_f,zip,file,231.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DB-ID/lid_000b16a_f.zip,2016,id_,NA,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ler_000b16a_e,zip,file, 29.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ER-RE/ler_000b16a_e.zip,2016,er_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ler_000b16a_e,zip,file, 29.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ER-RE/ler_000b16a_e.zip,2016,er_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lre_000b16a_f,zip,file, 29.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ER-RE/lre_000b16a_f.zip,2016,re_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lre_000b16a_f,zip,file, 29.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ER-RE/lre_000b16a_f.zip,2016,re_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lfed000b16a_e,zip,file, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FED-CEF/lfed000b16a_e.zip,2016,fed,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfed000b16a_e,zip,file, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FED-CEF/lfed000b16a_e.zip,2016,fed,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcef000b16a_f,zip,file, 31.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FED-CEF/lcef000b16a_f.zip,2016,cef,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcef000b16a_f,zip,file, 31.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FED-CEF/lcef000b16a_f.zip,2016,cef,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000c16a_e,zip,file,139.74M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000c16a_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000c16a_e,zip,file,139.74M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000c16a_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000d16a_e,zip,file, 46.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000d16a_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000d16a_e,zip,file, 46.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000d16a_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000h16a_e,zip,file, 40.36M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000h16a_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000h16a_e,zip,file, 40.36M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000h16a_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lhy_000c16a_f,zip,file,139.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000c16a_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000c16a_f,zip,file,139.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000c16a_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000d16a_f,zip,file, 46.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000d16a_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000d16a_f,zip,file, 46.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000d16a_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000h16a_f,zip,file, 40.38M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000h16a_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lhy_000h16a_f,zip,file, 40.38M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/HYDRO/lhy_000h16a_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lpr_000b16a_e,zip,file, 27.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PR-PR/lpr_000b16a_e.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpr_000b16a_e,zip,file, 27.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PR-PR/lpr_000b16a_e.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpr_000b16a_f,zip,file, 27.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PR-PR/lpr_000b16a_f.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lpr_000b16a_f,zip,file, 27.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PR-PR/lpr_000b16a_f.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lada000b16a_f,zip,file, 41.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ADA-ADA/lada000b16a_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lada000b16a_f,zip,file, 41.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ADA-ADA/lada000b16a_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lada000b16a_e,zip,file, 41.46M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ADA-ADA/lada000b16a_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lada000b16a_e,zip,file, 41.46M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ADA-ADA/lada000b16a_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfsa000b16a_e,zip,file, 43.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FSA-RTA/lfsa000b16a_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lfsa000b16a_e,zip,file, 43.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FSA-RTA/lfsa000b16a_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lrta000b16a_f,zip,file, 43.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FSA-RTA/lrta000b16a_f.zip,2016,rta,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lrta000b16a_f,zip,file, 43.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/FSA-RTA/lrta000b16a_f.zip,2016,rta,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
ldpl000b16a_e,zip,file,  2.26M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DPL-LD/ldpl000b16a_e.zip,2016,dpl,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
ldpl000b16a_e,zip,file,  2.26M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DPL-LD/ldpl000b16a_e.zip,2016,dpl,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lld_000b16a_f,zip,file,  2.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DPL-LD/lld_000b16a_f.zip,2016,ld_,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lld_000b16a_f,zip,file,  2.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/DPL-LD/lld_000b16a_f.zip,2016,ld_,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
leco000e16a_f,zip,file, 73.83M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ECU-ECO/leco000e16a_f.zip,2016,eco,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
leco000e16a_f,zip,file, 73.83M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ECU-ECO/leco000e16a_f.zip,2016,eco,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lecu000e16a_e,zip,file, 73.82M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ECU-ECO/lecu000e16a_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lecu000e16a_e,zip,file, 73.82M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/ECU-ECO/lecu000e16a_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpc_000b16a_e,zip,file,  3.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PC-CP/lpc_000b16a_e.zip,2016,pc_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lpc_000b16a_e,zip,file,  3.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PC-CP/lpc_000b16a_e.zip,2016,pc_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
lcp_000b16a_f,zip,file,  3.79M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PC-CP/lcp_000b16a_f.zip,2016,cp_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lcp_000b16a_f,zip,file,  3.79M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/CBF/PC-CP/lcp_000b16a_f.zip,2016,cp_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,french
lada000a16a_e,zip,file, 16.77M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/Archive/ArcGIS/DBF/ADA-ADA/lada000a16a_e.zip,2016,ada,aggregate dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,canada,english
